Restaurant,ID,Rating,Reviews,Price,City,State,ZipCode,Category
Sanpanino,mfK5xIUfIm8nnIL_KGb9Dg,4.0,136,1,New York,NY,10014,Sandwiches
Boon Chu Thai Place,oNN202L_XcNM-tuDHlgkfg,4.0,250,1,Elmhurst,NY,11373,Thai
Thanh Da,iPlaqfZfoOrG1f_tMpDTsw,3.5,287,1,Brooklyn,NY,11220,Vietnamese
Percy's Pizza,Qb2Z_cD0VedHQF11d34sAw,4.0,201,1,New York,NY,10012,Pizza
Beer Fridge,Q1vz3LhisKm29AXtikOkxA,5.0,41,1,New York,NY,10002,Beer Bar
De Hot Pot,367JyCXTLYT9tlCqy3gGog,4.0,131,1,Brooklyn,NY,11225,Trinidadian
Burrow,nyxmTe-It-tzfagvjkge1g,4.5,57,1,Brooklyn,NY,11201,Desserts
The Hideout Chai Bar,I1X2vkOkdjwTL2MiKjvovQ,5.0,56,1,New York,NY,10002,Tea Rooms
Leli's Bakery,q41_LgPNLEMJALV0cW8kzw,4.0,249,1,Astoria,NY,11103,Cafes
Physical GraffiTea,fzBvSgiIosXI_LY2xEFpFA,4.0,137,1,New York,NY,10009,Coffee & Tea
UT47,JylIStPfFLOctHdlglvALA,4.5,87,1,New York,NY,10036,Coffee & Tea
Xin Fa Bakery,BV5Uvivsv_8_wCLK-S3eLw,4.0,151,1,Brooklyn,NY,11220,Bakeries
Joju Bowl,LK5vWaDU-lPkuzMEQycnZA,4.5,115,1,Elmhurst,NY,11373,Vietnamese
Rebel Coffee,DRorx6DjfsSDQI75Lp84Ng,4.5,95,1,New York,NY,10014,Coffee & Tea
Peter Dillon's,1hScmfYV42XshcprL79MAQ,4.0,183,1,New York,NY,10016,Irish Pub
Joey Bats Café,uYMimeHJ5XBGkyTrg8GXhw,5.0,53,1,New York,NY,10002,Desserts
Trophy Bar,_OdmajwtXXQwz-RhFUUxFw,4.0,175,1,Brooklyn,NY,11211,Cocktail Bars
Leo's Latticini Mama's,DggtruZBhxyShnjLcVfmmw,4.5,125,1,Corona,NY,11368,Delis
Napoli Pizza & Pasta,Lw58gDv9ipwtOcg2EIJp3w,4.0,263,1,Astoria,NY,11106,Pizza
DUB Pies,yHMVygn4WQ7mCH2-N_dj_w,4.0,188,1,Brooklyn,NY,11215,Bakeries
Franky's Souvlaki,Z92QsSSDsoNPs8fGgh5Qvg,4.5,122,1,Astoria,NY,11103,Food Trucks
Rice Noodle Cart,0WDHtP31HeVY0LP8INiFzQ,4.5,67,1,New York,NY,10002,Food Stands
Daly Pie,4DAZkjChkyQxgiOZt6UJmQ,4.5,98,1,Brooklyn,NY,11238,Bakeries
Fast and Fresh Burrito Deli,1vkYZbdwMpqteI8x_sS68g,4.0,158,1,Brooklyn,NY,11201,Mexican
Petey's Burger,5ug2QKS0euTuykTywPMjEQ,3.5,427,1,Astoria,NY,11102,Burgers
Kings County Brewers Collective,iNvDnRFJWuoO3asZOta2kw,4.5,66,1,Brooklyn,NY,11237,Breweries
Barney Greengrass,XKWvRI7WI4LotDLUboUUGA,4.0,643,2,New York,NY,10024,Specialty Food
Whitman's,qOp4T7UxfL6MgO41dN3Qlg,4.0,595,2,New York,NY,10009,Burgers
The Royal Palms Shuffleboard Club,Jcu9gOhI4Bffh0R-IHKT7g,4.5,321,2,Brooklyn,NY,11215,Cocktail Bars
Chloe's Soft Serve Fruit Co,QirEbcHa6wXkkVnDpO5cqQ,4.0,472,2,New York,NY,10003,Ice Cream & Frozen Yogurt
Wine:30,hDgpiXE5_d4Is1sJ5kUBQg,4.0,701,2,New York,NY,10016,Wine Bars
Rosie's,9aJ1MVTthZw3QjqoG7mPjg,4.0,567,2,New York,NY,10003,Mexican
Martha's Country Bakery,RZHlSpPc124AgHojTz5j6A,4.0,900,2,Astoria,NY,11105,Bakeries
Top Hops,RubAy9zHKaxpJG5rLucRtg,4.5,292,2,New York,NY,10002,Beer Bar
Jonny's Panini,j_Zb_u7BtsMgXCwvlohBbg,4.5,191,2,New York,NY,10018,Cafes
Mayfield,DOdamkEm9JWR9s6VH_NuOQ,4.0,474,2,Brooklyn,NY,11238,American (New)
Krolewskie Jadlo,_iJChYU1yfsvqRv9e5Ic0A,4.0,375,2,Brooklyn,NY,11222,Polish
Café Gitane,g6R8iwi__IDy8plQy0v9WQ,4.0,700,2,New York,NY,10012,French
Hole in the Wall,rQpO1Eie_zmeAOQ9s-T0sQ,4.0,343,2,New York,NY,10038,Breakfast & Brunch
Abiko Curry,itH4GH2Mw2D5n5kkQAtMog,4.0,474,2,New York,NY,10001,Japanese Curry
230 Fifth Rooftop Bar,V6xlMNLFTsxB4W0VVcRK_Q,3.0,2633,2,New York,NY,10001,Cocktail Bars
Harry & Ida's Meat and Supply,qKlCL9Z61D18K6b4WBiZLA,4.5,224,2,New York,NY,10009,Sandwiches
Da Gennaro,JyXn_GCGM2DsNYIzgzQrDw,4.0,658,2,New York,NY,10013,Italian
Walter Foods,ndRkgrkoCugt2qy0LMVQ_Q,4.0,487,2,Brooklyn,NY,11211,American (Traditional)
City Sandwich,TPmyEYOmvpOvihbQk-wJwA,4.0,465,2,New York,NY,10036,Sandwiches
Defontes,d_rQ-nVpY6Z5C722Q5wpog,4.5,297,2,Brooklyn,NY,11231,Sandwiches
Soju Haus,wfGFM8zvdw9Zs-jxsTdjww,4.0,454,2,New York,NY,10016,Korean
Zibetto Espresso Bar,dXK2R-3ECPqXVgjvGlV8Cw,4.0,396,2,New York,NY,10019,Coffee & Tea
El Camion,BbMUXd69i0tlWS2aoppwaQ,4.0,616,2,New York,NY,10009,Mexican
Ellen's Stardust Diner,K144ThGmoIjX6Wh5-_Rn4Q,3.5,1470,2,New York,NY,10019,Diners
Ducks Eatery,E6Y4ICdoqtYkFilRLfrOHA,4.0,560,2,New York,NY,10003,French
International Wings Factory,r-izNItUH4ugnFodUOZX2A,4.5,371,2,New York,NY,10128,Chicken Wings
Oh Taisho,EzuRT_4vOrvWdHqZzEFf0w,3.5,929,2,New York,NY,10003,Japanese
Bunker,EvLkJaWEXTZ8QNBrxOhDsA,4.0,631,2,Brooklyn,NY,11237,Vietnamese
Pi Bakerie,s_YuHngBngWwzpcKNIM71A,4.5,219,2,New York,NY,10013,Bakeries
Forlini's Restaurant,bdKc4CSJPv-XLgxVwrtPrg,4.5,329,2,New York,NY,10013,Italian
Patrizia's Pizza and Pasta,kIm0oeOaVfC9-2flLPVklA,4.0,430,2,New York,NY,10016,Italian
Hummus Place,TxHx1fb8O_MsfQB_ODdTQg,4.0,565,2,New York,NY,10023,Vegetarian
L'albero Dei Gelati,Q-yTbpW4vrq80oRW40W_Pg,4.5,247,2,Brooklyn,NY,11215,Gelato
"Mosaic Craft Cocktail, Beer & Wine Bar",WRPrwGH50FBm7yiuYKiLjw,4.5,265,2,Astoria,NY,11102,Venues & Event Spaces
Peaches,OYKNRBU-unLF-r0bRZwY3A,3.5,943,2,Brooklyn,NY,11233,Southern
Astoria Bier and Cheese,ZLCv2BKISBqmuYSWnFvFTg,4.5,324,2,Astoria,NY,11106,Bars
Arepera Guacuco,q6FcRtW3ZoQ-hynSCSa8Ig,4.0,483,2,Brooklyn,NY,11237,Salad
Café Grumpy,IYDE89R_ETmVP1-e82Y_xQ,4.0,686,2,New York,NY,10011,Cafes
Arts and Crafts Beer Parlor,7sQYI_Ym9RzlxHIhJpj6hg,4.5,226,2,New York,NY,10011,Pubs
Matcha n' More,VSSsrO8JVn7fwbfqnw9fyQ,4.5,202,2,New York,NY,10013,Coffee & Tea
Don Chingon,X2C0_I0seTtjW9uL8e8FBw,4.5,289,2,Brooklyn,NY,11217,Mexican
Ugly Kitchen,NXZFu7KHBrG02gzYneY5Xg,4.0,552,2,New York,NY,10003,Bars
Gino's Restaurant,AAQDZdKhtcX7otmOfOF9nw,4.0,557,2,Brooklyn,NY,11209,Pizza
Fonda Park Slope,Nnuz_Ic0IdWOUbl64r4Hkg,4.0,729,2,Brooklyn,NY,11215,Mexican
Ruffian,fFkqEyupjc5x2iJQIPcpLw,4.5,148,2,New York,NY,10009,Wine Bars
Aji Sushi House,u3JBjUgrCdxy6WF0tnX3SA,4.5,388,2,Astoria,NY,11105,Sushi Bars
New Wonjo Restaurant,VbUy299ch56p4GYZTNDbvA,3.5,1158,2,New York,NY,10001,Korean
Dawat Haute Indian Cuisine,aM4h2RwyHyngSDehB_qq3g,3.5,165,3,New York,NY,10022,Indian
Mont Blanc 52,vYc_dbmC4yK7X_-3vQ74ig,4.5,55,3,New York,NY,10019,Fondue
Crab Spot Restaurant,50CcU9eK6SdqZ1RgYL1wJA,3.0,305,3,Brooklyn,NY,11215,Seafood
Temple Court,wua1Rw6xlIm6VYVy44G87g,3.5,143,3,New York,NY,10038,American (New)
The Palm Too,DqtN8l07yOmDeTDauxgtUA,3.5,187,3,New York,NY,10017,Steakhouses
Noi Due,7lztzQTF79er1RydVnPiDg,3.5,179,3,New York,NY,10023,Kosher
DeGrezia Ristorante,fTNOwKJ9YbxoIShABCKXdA,4.0,91,3,New York,NY,10022,Italian
Antonucci Cafe,CygcAgexrpJGY8iWp7QqnA,4.0,118,3,New York,NY,10028,Italian
Mr. Purple,DfGVOGrlTQtkx2zdNM-Zbw,3.0,403,3,New York,NY,10002,Lounges
Loveletter Cakeshop,hqkJ0wLAa4fMdsRo5Hir8g,5.0,26,3,New York,NY,10017,Bakeries
The Coupe Cocktail Bar,Vj97yY-Zu4Q9UgAK23UuGA,4.5,41,3,Staten Island,NY,10304,Cocktail Bars
Fire & Oak,iUqWxpmnobBfFFVMraK0tw,4.0,424,3,Jersey City,NJ,07310,American (New)
Sushiden Sixth Ave,enx0SZOoGBgeTQ_-aF8OFQ,3.5,188,3,New York,NY,10020,Sushi Bars
Petrarca Cucina E Vino,Tias1_QRB5L-gzoSNNhOMA,3.5,138,3,New York,NY,10013,Italian
Esther & Carol,5F6DpNFFkc_ebdo2_u2wdg,4.0,87,3,New York,NY,10013,Bars
Battello,T_vLaKsuyJPDpsrSZuc7WA,4.0,397,3,Jersey City,NJ,07310,Italian
Orsay,V69n3YrAs59GenGB2jLVrA,3.5,236,3,New York,NY,10021,French
Cellini Restaurant,lgFApPVpbXnsIFw1CRJORw,4.0,128,3,New York,NY,10022,Italian
Pig Beach Pop-Up,G-lgChurQ6xYYWdi7LuwyQ,3.5,137,3,New York,NY,10012,Barbeque
Taiki,Ww3aAPf0sA5ygAXu2qV1ZQ,4.5,47,3,Brooklyn,NY,11217,Sushi Bars
Kingside,2SFCL3jXHv6goWfOr-7GvQ,3.5,214,3,New York,NY,10019,Cocktail Bars
GLORIA,RNkC2QcUjaYc65GI_ftngA,4.0,93,3,New York,NY,10019,Seafood
Chinese Tuxedo,CesS-E8Q3ztX6VnkXO6wBg,3.5,178,3,New York,NY,10013,Chinese
Liberty House Restaurant,yVNwo4dnGssgd45s0IHdvw,3.5,423,3,Jersey City,NJ,07305,American (New)
Neuhaus Belgian Chocolate,Uxb0ubgLGwvrDKjHxPqh8A,4.5,63,3,New York,NY,10022,Chocolatiers & Shops
Houseman,E3MkTTS4ZDjWV9YT5i6eUg,4.0,85,3,New York,NY,10013,American (New)
Liberty Prime Steakhouse,LmjIvh6gRGzxFBI99doR9w,4.0,308,3,Jersey City,NJ,07302,Bars
Blue Ribbon Federal Grill,ZQ-dG0tuqniCmfJ2mptRpQ,4.0,68,3,New York,NY,10038,American (Traditional)
Rock Center Cafe,Ropty31AcksOu4-p-iOtkA,3.0,430,3,New York,NY,10001,American (New)
Tijuana Picnic,rPTtQ-FO_F9tMJDl3m50Bg,3.0,257,3,New York,NY,10002,Mexican
Tambour,eT39RKlQ8i5Z4ml0ZwUK-Q,5.0,33,3,Brooklyn,NY,11215,Wine Bars
Casa Publica,yl214H_cUd1intjVAeE1Mw,4.0,77,3,Brooklyn,NY,11211,Mexican
The Stone House at Clove Lakes,_98kz9tBW7NhCn3zHqOS0A,4.0,161,3,Staten Island,NY,10301,Breakfast & Brunch
Mykonos Blue,mb8b2PdYGe2Nf2tsZpzIiA,3.5,139,3,New York,NY,10001,Greek
Manhattan Cricket Club,weCOWpBaTreowCDFuBznqw,4.0,78,3,New York,NY,10024,Cocktail Bars
Le Colonial,DGk0ttzHjQ2QY2C0wEjylQ,3.5,242,3,New York,NY,10022,Vietnamese
Minton's Playhouse,sJPayLq6EqepJbPGLlFfHw,3.5,167,3,New York,NY,10026,Jazz & Blues
Faun,Tgi-rDD3mxFi9uGybZxdaQ,4.0,108,3,Brooklyn,NY,11238,Italian
L'Antagoniste,mxDfu4bHwSXoCr3FRpyMsw,4.5,231,3,Bedford-Stuyvesant,NY,11221,French
Pie Corps,cW5nAcFqaU3VqdPzk2YThw,4.0,86,3,Brooklyn,NY,11222,Desserts
Papilles,eL1ojVz0QYCZ7xJOii46LQ,5.0,25,3,New York,NY,10009,French
Weather Up,wE7xOQGyTlbtKlWLQlaXhA,3.5,150,3,New York,NY,10013,Bars
Ristorante Grifone,0wzQPZvvbUqhD7D8JNkGZw,4.0,105,3,New York,NY,10017,Italian
Roof at Park South,LZvmeRaHF2469Re1Uc9ElQ,3.5,149,3,New York,NY,10016,Cocktail Bars
Tutta Pesca,DOmcM66qzKHbj-n1LTJyHQ,4.5,168,3,Hoboken,NJ,07030,Seafood
Pheasant,_DBhCb0k5CM_nEE7FO7QTg,5.0,36,3,Brooklyn,NY,11211,Mediterranean
Cafe Ole,aH0T2I4LlXOwkQnu0zOgDA,4.0,94,3,Long Island City,NY,11101,Spanish
21 Greenpoint,f-WkzzSaAA_mdDmsKlJ4sw,4.0,77,3,Brooklyn,NY,11222,American (New)
Kingsley,8oIhYiTmNRuFzsEaRfzOkw,3.5,135,3,New York,NY,10009,American (New)
Tang Hotpot,JjzCmRn3q8JrlwHx8nFhAA,4.0,105,3,New York,NY,10002,Hot Pot
Little King Deli & Subs,WH7-3CZ1WjsRZkPBXYPf_w,4.0,1,1,Omaha,NE,68102,Restaurants
Panera Bread,VbnZCZpWpS1JVZBNbZUgWw,3.0,20,1,Bellevue,NE,68123,Sandwiches
Fazoli's,NJHyEKSpwyYUn9-Hvx8_2w,3.0,10,1,La Vista,NE,68124,Italian
Don & Millie's,tuwICJb5R7RdDLUO9VY9Qw,3.0,20,1,Bellevue,NE,68123,Burgers
Piccolo's Bar,lAvdsg4P0Vd12Rfw2CfOlw,3.5,3,1,Omaha,NE,68137,Bars
Taco Bell,0wXk07csVwYfWP3krSVsdA,3.0,7,1,La Vista,NE,68128,Mexican
Scooter's Coffeehouse,a9Yfi2hjvONH0nb10KixGw,3.5,8,1,Lavista,NE,68128,Coffee & Tea
Dunkin' Donuts,c62Xgni04TRtuy-1YXo7nQ,2.0,29,1,Papillion,NE,68046,Donuts
IHOP,RakNHeK9lPueouzxABRe7A,2.5,32,1,Bellevue,NE,68123,Breakfast & Brunch
McDonald's,aK2hOGjMA-gDVzX9znmnng,2.0,17,1,La Vista,NE,68128,Fast Food
Time Clock Lounge,ihyh20sXW8Pe9sOTTcUEgA,3.0,1,1,Omaha,NE,68127,Lounges
North Shore Bar,q2LVFwv4neVblKX38mjVEg,1.5,3,1,Omaha,NE,68134,Bars
TriPointe Coffeehouse,9EUIIP3ivXW9CORLyD6pMA,4.0,7,1,Papillion,NE,68046,Coffee & Tea
Philly Sports Bar & Grill,XKl1EI2FwO9FruWN80pwvQ,3.0,8,1,La Vista,NE,68128,Sports Bars
Long John Silver's,lCACJV-rQ9Wr7-gU93OBuQ,2.5,13,1,La Vista,NE,68128,Fast Food
Liar's Club,bNU7PqQOjXO-NxM8CU9MqA,3.0,1,1,Omaha,NE,68144,Bars
Popeyes Louisiana Kitchen,SPgPx9IeERoanFx_OiNFKQ,3.0,8,1,La Vista,NE,68128,Chicken Wings
Chipotle Mexican Grill,98w2NSbmfiLlEAceVWkKLQ,2.5,15,1,Papillion,NE,68133,Mexican
Wendy's,MMoipPegS5jEr-n50wwH1g,2.0,13,1,La Vista,NE,68128,Burgers
Sonic Drive-In,L9Y9nYZ3nRvq8RmiVb5WXw,2.5,8,1,La Vista,NE,68128,Fast Food
Mcmahon's Pub,Nl9minWbXd7eKa0z8oehAg,2.5,2,1,Omaha,NE,68117,Pubs
Jimmy John's,Is7pf72t_i_71T5_XMQ_1Q,3.0,9,1,La Vista,NE,68128,Sandwiches
KFC,ZuYxLMZaWC_DXefqfdtnyg,2.5,7,1,La Vista,NE,68128,Fast Food
Blimpie,psivbKcseWkqCYwM_5s4MA,2.5,7,1,OMAHA,NE,68137,Sandwiches
Tyger's,uymg9f_cBIprwMWOqzHGhQ,3.5,279,1,San Francisco,CA,94131,Diners
Last Call Bar,tbSnNbaAT11_tc8MWcYedA,4.5,90,1,San Francisco,CA,94114,Gay Bars
Pho Vietnam,9PfzLnAi8pyK86Rv2MsvCQ,3.5,410,1,San Francisco,CA,94109,Vietnamese
House Of Xian Dumpling,V9gDlxWoliCOkzsq_VX6Xw,3.5,447,1,San Francisco,CA,94133,Chinese
Caramba,wguMOi1Bem-YrYo0LibHhg,3.5,338,1,San Francisco,CA,94105,Mexican
Banh Mi House,EpDYdBl4Ix_BTiqAHIWDPQ,4.5,97,1,San Francisco,CA,94134,Sandwiches
Pho Hour,Z8JBS-dYIITEhOf4n8s9Bg,4.0,215,1,San Francisco,CA,94103,Vietnamese
Chiotras Grocery,GtT2ftGkNUOMjKBm8zmYoQ,4.5,80,1,San Francisco,CA,94107,Grocery
Pho Ha Tien,E4zEQ-_w_Ogokj6balg5NA,3.5,541,1,San Francisco,CA,94127,Vietnamese
Ha Nam Ninh,C1ZDg6SgsPlOdHQr77Z3QA,3.5,263,1,San Francisco,CA,94109,Vietnamese
Panini,F8TmIgBbBXt7JD1Naiwktg,4.0,149,1,San Francisco,CA,94117,Coffee & Tea
Andersen Bakery,FTir7qcSlmO3il2rSi0urQ,3.5,237,1,San Francisco,CA,94115,Bakeries
Weaver's Coffee & Tea,-QEjSB6qySHp5LOm333IpQ,4.5,96,1,San Francisco,CA,94114,Coffee & Tea
Q Bar,za2cGI1SswVBNL9Q2n8-rQ,3.5,419,1,San Francisco,CA,94114,Gay Bars
Sextant Coffee Roasters,v3hMOlyGUQQfGZQMXFNoZg,4.0,158,1,San Francisco,CA,94103,Coffee & Tea
Village House,4fSk_CtsVfXDcFtF8-sWgw,4.0,154,1,San Francisco,CA,94121,Dim Sum
The GrilledCheezGuy,UDkYPstjY8lePulcAtMDEw,4.5,116,1,San Francisco,CA,94103,Sandwiches
New Woey Loy Goey Restaurant,3FMOCpZi2sdoZefEfLDBRQ,3.5,262,1,San Francisco,CA,94133,Chinese
Luv A Java,wgdJ1NWc1553egLmy5_EUg,4.0,132,1,San Francisco,CA,94110,Coffee & Tea
You See Sushi,8ed5eduh4zdLGn_y4cCLWA,3.5,280,1,San Francisco,CA,94122,Japanese
Orson's Belly,xK1a8IdJzw-T1rao_fwNXg,4.5,106,1,San Francisco,CA,94121,Cafes
Chile Lindo Empanadas,mV-p9xEBvkbkoA8wAsAteQ,4.0,210,1,San Francisco,CA,94103,Delis
Macha Cafe,0XpZ4HUAkogn7kktGOZQvA,4.0,150,1,San Francisco,CA,94109,Cafes
Tennessee Grill,CqnoZs1-lt5KscDNmfUZSA,3.5,392,1,San Francisco,CA,94116,Diners
Bangkok 900,TYYkKz2Y2qBPGrB8XmP-nA,4.0,211,1,San Francisco,CA,94117,Thai
Taqueria Cazadores,pzsQrP8-41d1DeYXI1nKPg,4.0,151,1,San Francisco,CA,94103,Mexican
Black Magic Voodoo Lounge,uA6jOVyeAXR8juuNqU_m9A,4.0,160,1,San Francisco,CA,94123,Dive Bars
Shanghai Kelly's,VJIsIy8sOsSfFxLuabP3mA,3.5,278,1,San Francisco,CA,94109,Pubs
21 Taste House,kGG66pu2BpqM-BgGyOYp0A,4.0,207,1,San Francisco,CA,94112,Ramen
The Cinch,2P-JvZYW2c6sk5ncRSnCVA,4.0,212,1,San Francisco,CA,94109,Gay Bars
Cindy's Market,2zEgIwPvNPszWjYds6cVQA,4.5,59,1,San Francisco,CA,94117,Grocery
The Kabob Job,pKmqWt1dwla5uhbFdx12YQ,4.5,112,1,San Francisco,CA,94103,Middle Eastern
QualiTea,tCjO8oR2xKEeiPqFRWaJpw,4.0,94,1,San Francisco,CA,94114,Bubble Tea
Tacos Club,7mo1yRzWzF3dybKKF7POug,4.0,216,1,San Francisco,CA,94114,Mexican
Uptown,LpWlwvy2wfMMENwlp5PHsA,4.0,194,1,San Francisco,CA,94110,Dive Bars
Bart Grocery & BBQ,5PzrfsdClyKipu3La3F20g,4.5,689,1,Daly City,CA,94014,Grocery
Smashburger,mPSZNeFEaYyowC9e2-hoqA,3.5,360,1,San Francisco,CA,94103,Burgers
The Melt - Embarcadero,nCIHn6NWFaKXDdp6_7sJzw,3.5,488,1,San Francisco,CA,94111,American (Traditional)
China First Restaurant,YOGW7_G6vX-zVwfi5VrGfg,3.5,360,1,San Francisco,CA,94118,Chinese
Pop's Sandwich Shop,B20ZI2_yshDIqFgirAwmeQ,4.0,208,1,San Francisco,CA,94127,Sandwiches
El Sur,vrKMJfA4iUQPkFocQTDLXw,4.0,104,1,San Francisco,CA,94103,Argentine
Java On Ocean Coffee House,8MTMGQc410dLxOMgLINxdw,3.5,413,1,San Francisco,CA,94112,Coffee & Tea
Taqueria San Jose,r0N9vb7G4Us8HEG20v4NkA,3.5,320,1,San Francisco,CA,94110,Mexican
The Chai Cart,iuqllRBd0lG5Yi_x8WQ-IA,4.5,97,1,San Francisco,CA,94105,Coffee & Tea
Jane on Larkin,MSXZjgGApWCOJUz1-0jKng,4.0,396,2,San Francisco,CA,94109,Coffee & Tea
Yemen Kitchen,kvXDYmfrjINaH4k5uS9emw,4.5,147,2,San Francisco,CA,94102,Middle Eastern
Tony Nik's Cafe,54iy2DqZfGgZWgADciELHg,4.0,280,2,San Francisco,CA,94133,Lounges
Orphan Andy's,6BMxNLbCSQIe72nYGiJBXA,3.5,866,2,San Francisco,CA,94114,Diners
Queen's Louisiana Po-Boy Cafe,52dNr0tRrwpmumm8Ey5EDg,4.0,538,2,San Francisco,CA,94111,Cajun/Creole
Valencia Pizza & Pasta,Syaydy3OIMsziI1spwAanA,4.0,419,2,San Francisco,CA,94110,Pizza
Mazzat,Lxb2mz0Yay7y8HSmvJ7dmA,4.0,449,2,San Francisco,CA,94102,Mediterranean
Aliment,DGFSR1FnCJWb_3-uksP4ng,4.0,512,2,San Francisco,CA,94108,American (New)
Puccini & Pinetti,LKuf4QjFMVeUdlZZoiTbgQ,3.5,990,2,San Francisco,CA,94102,Italian
Khan Toke Thai House,EZXYDHd6I6_p6CblR78_qg,4.0,567,2,San Francisco,CA,94121,Thai
Wise Sons Jewish Delicatessen,2KaFcRyHcNLfv4kzEmTYJA,3.5,844,2,San Francisco,CA,94110,Delis
Chantal Guillon,pzM5uIlfV3r3dL22EHdpVA,4.5,179,2,San Francisco,CA,94103,Bakeries
Lite Bite,3hInKoS_u0FPJMIpbITsHw,4.5,258,2,San Francisco,CA,94123,American (New)
Morning Due Cafe,AA1wdUC-d3XyHp_6G2dD_w,4.0,456,2,San Francisco,CA,94114,Coffee & Tea
The Occidental Cigar Club,39DgSNLIaRSxZJGAl-nmGw,4.0,291,2,San Francisco,CA,94104,Tobacco Shops
Dunya Bistro,vvubENH1s-YoZ-sjLWtQMg,4.0,501,2,San Francisco,CA,94109,Mediterranean
Slim's,FrQ3dMKHOHNk5T56cKVKpw,3.5,645,2,San Francisco,CA,94103,Music Venues
Oasis Cafe,nGet0Wd9KwkF2OMoOSP0yg,4.5,208,2,San Francisco,CA,94115,Ethiopian
Laguna Cafe,Z661e-IOrGuCcvLLe1lS1w,4.0,290,2,San Francisco,CA,94117,Hookah Bars
MAC'D,jvYlBwqNkkD32Q-4VPLK9Q,4.0,532,2,San Francisco,CA,94123,Comfort Food
WesBurger 'N' More,tjflPf7MTPmSgau-b8CN3A,4.0,437,2,San Francisco,CA,94110,Burgers
Joanie's Happy Days Diner,ssGyoOJwpxswEd8m3GAmsw,4.0,373,2,San Francisco,CA,94133,Diners
Nickies,yyqwqfgn1ZmbQYNbl7s5sQ,4.0,415,2,San Francisco,CA,94117,Sports Bars
Izakaya Roku,9d41BD03PafffoUJS6qPdg,4.0,402,2,San Francisco,CA,94103,Ramen
Nourish Cafe,qJktg3hyKYNSGTaCz_TTfw,4.0,342,2,San Francisco,CA,94118,Vegetarian
El Toreador Restaurant,pzJkOyogB49bNzd_dF-6gQ,3.5,836,2,San Francisco,CA,94127,Mexican
Presidio Social Club,U1nNL9ur-0RO7gROm9PpOw,3.5,1085,2,San Francisco,CA,94129,American (New)
Jersey,HlyIiK-k7SkmbxhcbTUQhg,4.0,377,2,San Francisco,CA,94105,Pizza
El Buen Comer,znrz-V6Y59l0Re8PZKOIXg,4.0,234,2,San Francisco,CA,94110,Mexican
Orexi,Du3-fALBKDhn0osed2kOpg,4.0,325,2,San Francisco,CA,94127,Greek
BuzzWorks,8UvUJUGcJGEF32b2P3K_eA,4.5,110,2,San Francisco,CA,94103,Sports Bars
Holy Water,LEUOLo0ZGzZoWUouVlGlTw,4.5,181,2,San Francisco,CA,94110,Cocktail Bars
Dalva,JcmZsOEQw0LqcIaxiISjVA,4.0,476,2,San Francisco,CA,94110,Cocktail Bars
Ajisen Ramen,2WImgWUXjKq0OKhu9hWhOA,3.5,941,2,San Francisco,CA,94103,Ramen
Beso Bistronomia,ocxezQoR99x-71ZKavwJbw,4.0,359,2,San Francisco,CA,94114,Tapas/Small Plates
Squat & Gobble,C-FmlwtyYfNJ_47T0xyS1g,3.5,838,2,San Francisco,CA,94123,Creperies
Glaze Teriyaki,rf39v0UmaNk1SZZ9HuZ3hA,4.0,422,2,San Francisco,CA,94115,Japanese
Old Mandarin Islamic Restaurant,6Q5aKP44ykyCde2_cOlnzA,3.5,758,2,San Francisco,CA,94116,Chinese
Cajun House,Mavr1mEE-CCP3GHTKle7BA,3.5,519,2,San Francisco,CA,94118,Cajun/Creole
Me & Tasty,AE2ong5QiDhG5bz4vQnZxQ,4.0,217,2,San Francisco,CA,94114,Thai
Wipeout Bar & Grill,iaKZgEBfD4Ak4OR2vNKFrg,3.5,1177,2,San Francisco,CA,94133,Burgers
Mochica,0l7MgfpsIi2-vTuCVdDccg,4.0,373,2,San Francisco,CA,94107,Peruvian
Primavera,6nPRtXL7lSg48stPsMLU4g,4.5,207,2,San Francisco,CA,94111,Mexican
Arang Restaurant,_CBWlkmYGYRwQFxpWwxEDg,3.5,585,2,San Francisco,CA,94115,Korean
Prather Ranch Meat Company,MnM4VndsvpA0INfHC3b9PQ,4.0,308,2,San Francisco,CA,94109,Meat Shops
Yakiniq,pgJUJIRqxn4pF9BTo1wChw,3.0,1255,2,San Francisco,CA,94115,Korean
Louie's Bar,gBA29yiKJ53JURKIsnekFQ,4.0,394,2,San Francisco,CA,94105,American (Traditional)
Graffeo Coffee Roasting Company,OJXTGm0hXBcqV4iJfIpMdA,4.5,131,2,San Francisco,CA,94133,Coffee & Tea
Eric's Restaurant,Ux_bs6eZ7WqIsLepTw1uBw,3.5,679,2,San Francisco,CA,94131,Chinese
S Wan Cafe,agCuWjaUJ8xBO_PDDQRiGw,4.5,99,1,New York,NY,10002,Cafes
GreenStreets Salads,o__rNMK8xCSPKPVe6yIlxQ,4.0,202,1,Brooklyn,NY,11237,Sandwiches
Sanuria,oXSYfInpzQT17mU7f5X4Mg,3.5,219,1,New York,NY,10013,Indonesian
Zyara NY,0AoaUlXkQOlalpA3v-Ivqw,4.5,66,1,New York,NY,10002,Mediterranean
The Mudtruck,Z4V4HThWu4ecLQlxCcWDOg,4.0,159,1,New York,NY,10003,Coffee & Tea
